pnnr002,0.849535192563081,0.644299,0.719008,0.473684,0.541667,0.476190,0.719258,0.713115,0.562500,0.928571,0.695652,0.232614,0.299020,0.107383,0.114754,0.081502,
pnnr005,0.8528552456839309,0.629157,0.710744,0.263158,0.416667,0.529762,0.739358,0.735043,0.714286,0.909091,0.669173,0.220971,0.286765,0.046980,0.090164,0.094259,
pnnr006,0.85,0.657660,0.752066,0.368421,0.500000,0.636905,0.717293,0.679104,0.636364,0.800000,0.611429,0.238088,0.328431,0.073826,0.122951,0.124026,
pnnr007,0.850398406374502,0.630344,0.669421,0.263158,0.291667,0.541667,0.729553,0.743119,1.000000,0.875000,0.674074,0.224364,0.267157,0.033557,0.065574,0.095677,
pnnr008,0.84867197875166,0.659739,0.727273,0.263158,0.291667,0.547619,0.708546,0.745763,0.625000,0.875000,0.671533,0.241789,0.289216,0.053691,0.065574,0.097094,
pnnr009,0.8519920318725099,0.603325,0.578512,0.157895,0.375000,0.500000,0.752871,0.760870,0.750000,0.900000,0.700000,0.208096,0.225490,0.026846,0.081967,0.085046,
